hashtag,day_0_retweets,day_0_followers,day_0_occurences,day_0_weekday,day_0_month,day_0_day,day_0_modehour,day_0_avghour,day_1_retweets,day_1_followers,day_1_occurences,day_1_weekday,day_1_month,day_1_day,day_1_modehour,day_1_avghour,day_2_retweets,day_2_followers,day_2_occurences,day_2_weekday,day_2_month,day_2_day,day_2_modehour,day_2_avghour,day_3_retweets,day_3_followers,day_3_occurences,day_3_weekday,day_3_month,day_3_day,day_3_modehour,day_3_avghour,day_4_retweets,day_4_followers,day_4_occurences,day_4_weekday,day_4_month,day_4_day,day_4_modehour,day_4_avghour,day_5_retweets,day_5_followers,day_5_occurences,day_5_weekday,day_5_month,day_5_day,day_5_modehour,day_5_avghour,ids
Peñarol,3992,703882,100,5,10,13,23,22.77227722772277,174714,6762418,2032,6,10,14,23,11.4146581406788,2530,28625,36,0,10,15,23,22.37837837837838,4178,554282,79,1,10,16,23,22.4375,35213,1732963,299,2,10,17,22,21.913333333333334,256250,10024727,1795,3,10,18,15,15.83184855233853,1370
leynacionaldelcancer,41214,290329,276,5,10,13,1,9.050541516245488,44259,402405,208,6,10,14,15,14.186602870813397,230206,817086,822,0,10,15,22,18.23329283110571,134069,482715,531,1,10,16,1,7.140977443609023,14778,822550,230,2,10,17,19,12.987012987012987,9632,277570,195,3,10,18,23,19.73469387755102,81
RedVelvet,186206,45346,97,5,10,13,23,22.76530612244898,1306968,854894,1197,6,10,14,23,22.980801335559267,3262410,2133326,2396,0,10,15,23,22.42511472674176,1133322,825342,1089,1,10,16,23,22.642201834862384,1334161,605594,899,2,10,17,23,22.974444444444444,661987,158919,499,3,10,18,23,22.954,89
VoteBlue,301460,769707,197,5,10,13,23,22.883838383838384,404914,699433,196,6,10,14,23,22.883248730964468,68899,252725,92,0,10,15,23,22.752688172043012,4771831,4976567,1599,1,10,16,23,22.985625,187757,906733,295,2,10,17,23,22.9222972972973,31718,266487,92,3,10,18,23,22.752688172043012,95
GreatRafaleCoverUp,3113268,566701,586,5,10,13,3,8.112436115843272,1083300,241089,168,6,10,14,18,9.940828402366863,887800,152556,119,0,10,15,6,9.766666666666667,462779,854638,292,1,10,16,6,11.761092150170649,451623,150881,108,2,10,17,2,7.238532110091743,459870,37545,56,3,10,18,18,10.368421052631579,48
ドンペリ,39,22628,25,5,10,13,0,9.153846153846153,46,19564,24,6,10,14,0,9.76,2,18754,21,0,10,15,15,11.409090909090908,46,22735,25,1,10,16,16,15.076923076923077,65,35672,28,2,10,17,1,9.724137931034482,67,23813,37,3,10,18,0,8.18421052631579,26
film,4990,473647,95,5,10,13,23,22.760416666666668,1058,1385600,90,6,10,14,23,22.747252747252748,1111,172522,96,0,10,15,23,22.762886597938145,2738,710567,87,1,10,16,23,22.738636363636363,2265,1069096,195,2,10,17,23,22.882653061224488,2441,277984,98,3,10,18,23,22.767676767676768,198
濱田めぐみ,6430,40919,25,5,10,13,13,11.076923076923077,7891,68144,79,6,10,14,3,5.8375,18394,62588,128,0,10,15,3,6.976744186046512,12389,77641,102,1,10,16,9,9.825242718446601,3550,75015,42,2,10,17,9,8.209302325581396,1686,38020,40,3,10,18,23,14.121951219512194,32
VadachennaiFestival,63071,923351,798,5,10,13,12,13.7909887359199,4947,43724,67,6,10,14,17,17.073529411764707,11087,171573,196,0,10,15,3,9.451776649746193,7248,214639,197,1,10,16,13,13.318181818181818,7671,142811,123,2,10,17,3,5.766129032258065,3489,57774,41,3,10,18,3,6.214285714285714,9
findom,80,10507,21,5,10,13,23,21.954545454545453,132,15229,19,6,10,14,23,21.85,400,24629,26,0,10,15,23,22.14814814814815,248,26686,26,1,10,16,23,22.14814814814815,254,14749,27,2,10,17,23,22.178571428571427,839,14487,27,3,10,18,23,22.178571428571427,35
Claire,2825,939312,58,5,10,13,1,10.64406779661017,2777,250162,36,6,10,14,14,12.54054054054054,1807,196041,40,0,10,15,21,13.292682926829269,4961,1000578,124,1,10,16,18,15.16,1615,227565,61,2,10,17,9,11.209677419354838,521,78893,50,3,10,18,23,12.686274509803921,73
ArmaniStars,34770,202070,136,5,10,13,11,9.459854014598541,12019,14557,31,6,10,14,13,9.625,5318,3489715,38,0,10,15,7,10.64102564102564,1019139,2038600,836,1,10,16,16,16.943847072879333,332348,456758,288,2,10,17,4,8.522491349480969,82529,3666527,146,3,10,18,8,11.625850340136054,55
岩坂選手,54076357,2356652,6188,5,10,13,9,12.288253352722572,32402868,788173,3100,6,10,14,13,15.803611738148984,86490868,2883407,8194,0,10,15,9,12.441732763880415,66834896,2494796,6992,1,10,16,9,12.404690404690404,25164832,964612,2800,2,10,17,14,17.14637629418065,8105707,280503,998,3,10,18,23,21.027027027027028,3693
LiveUnderPar,63095,4861566,93,5,10,13,7,13.882978723404255,13311,6876827,92,6,10,14,17,19.236559139784948,21745,4594158,92,0,10,15,0,10.451612903225806,92512,11289009,330,1,10,16,17,18.323262839879153,50860,7073829,217,2,10,17,0,10.972477064220184,23782,15690520,233,3,10,18,0,11.628205128205128,265
XEM,30827,254825,283,5,10,13,16,19.211267605633804,3378,114224,95,6,10,14,23,21.09375,4879,87078,99,0,10,15,23,21.72,1174,127676,92,1,10,16,22,21.688172043010752,1136,113255,97,2,10,17,21,20.908163265306122,628,60158,40,3,10,18,23,22.29268292682927,191
سداد,4250,1124387,36,5,10,13,20,20.10810810810811,415,92989,5,6,10,14,23,19.166666666666668,1932,248246,14,0,10,15,22,20.8,5717,708462,32,1,10,16,22,21.060606060606062,1041,119630,9,2,10,17,21,18.9,753,99353,8,3,10,18,23,20.444444444444443,25
ハラスメントゲームまもなく放送,95850,51766,71,5,10,13,1,7.402777777777778,87750,24834,65,6,10,14,13,10.484848484848484,145800,37267,108,0,10,15,13,9.394495412844037,5400,657,4,1,10,16,0,3.6,1350,6,1,2,10,17,0,3.5,4050,147,3,3,10,18,0,11.75,2
การศึกษาไทย,676189,18774,78,5,10,13,17,14.886075949367088,466742,11507,53,6,10,14,5,8.925925925925926,184356,3980,31,0,10,15,1,8.0625,60945,146447,26,1,10,16,0,7.851851851851852,124425,7832,17,2,10,17,11,7.666666666666667,109260,382,18,3,10,18,14,11.105263157894736,4
Freedom,7231,1508313,84,5,10,13,23,22.729411764705883,6689,530911,88,6,10,14,23,22.741573033707866,16515,727703,86,0,10,15,23,22.735632183908045,64809,386155,96,1,10,16,23,22.762886597938145,112993,425083,80,2,10,17,23,22.71604938271605,10755,422500,71,3,10,18,23,22.680555555555557,80
水高マジック永世中立委員会,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
이수정,36532,146442,366,5,10,13,16,14.158038147138965,53222,192721,556,6,10,14,8,9.824057450628366,60542,243878,641,0,10,15,12,13.21651090342679,27336,130953,356,1,10,16,14,11.358543417366947,26729,82921,284,2,10,17,12,12.028070175438597,29288,82429,258,3,10,18,13,12.015444015444016,73
NPbot,86,248118,298,5,10,13,6,12.896321070234114,22,234802,298,6,10,14,13,15.394648829431437,22,377645,497,0,10,15,23,12.106425702811245,18,119178,199,1,10,16,23,19.19,16,213218,295,2,10,17,23,15.949324324324325,2882,362778,586,3,10,18,23,12.03747870528109,399
クロネコ幻想曲テーマ,517352,278108,678,5,10,13,0,4.936671575846834,79399,144235,245,6,10,14,12,11.365853658536585,12525,21334,40,0,10,15,16,9.463414634146341,96526,150896,256,1,10,16,12,13.066147859922179,45119,125349,179,2,10,17,13,12.683333333333334,22269,35636,100,3,10,18,14,15.207920792079207,206
مكافحه_بق,0,0,0,0,0,0,0,0.0,7291,606378,23,6,10,14,22,21.25,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,4576,141469,16,3,10,18,22,21.176470588235293,0
business,2963,1391147,86,5,10,13,23,22.735632183908045,1717,1445987,95,6,10,14,23,22.760416666666668,2059,1259967,84,0,10,15,23,22.729411764705883,547,1259796,89,1,10,16,23,22.744444444444444,415,1601596,85,2,10,17,23,22.732558139534884,6753,2445059,197,3,10,18,23,22.883838383838384,62
TossaDeMar,73,77240,24,5,10,13,20,14.64,66,45035,26,6,10,14,9,12.777777777777779,211,63713,41,0,10,15,7,13.714285714285714,32,78614,10,1,10,16,13,10.454545454545455,16,12698,6,2,10,17,0,11.714285714285714,37,6147,7,3,10,18,21,15.375,23
英語,285,580157,197,5,10,13,23,21.843434343434343,55,505495,193,6,10,14,23,21.757731958762886,303959,1120970,398,0,10,15,23,20.681704260651628,1326048,4616701,1691,1,10,16,23,12.961583924349881,57588,844546,299,2,10,17,23,21.156666666666666,2786,200383,98,3,10,18,23,22.767676767676768,1584
Festival,59634,3184486,692,5,10,13,23,21.29148629148629,89493,8816022,1386,6,10,14,22,19.006488824801732,95759,4457566,792,0,10,15,22,21.438839848675915,67847,2550440,498,1,10,16,21,21.35871743486974,265145,15228748,2259,2,10,17,15,17.789823008849556,186835,4954439,1699,3,10,18,23,21.318823529411766,997
きよの,120,812,2,5,10,13,0,3.3333333333333335,2613,30202,40,6,10,14,14,15.463414634146341,804,11654,12,0,10,15,11,7.076923076923077,169,347,1,1,10,16,0,3.5,236,1582,2,2,10,17,0,8.0,773,14636,18,3,10,18,17,16.105263157894736,26
ジャパンオープン,267451,34314,180,5,10,13,1,5.9502762430939224,39315,7015,35,6,10,14,9,9.5,6405,1404,7,0,10,15,0,4.0,10086,7285,12,1,10,16,0,6.461538461538462,34709,21191,55,2,10,17,8,11.714285714285714,18003,39326,27,3,10,18,10,9.571428571428571,29
컨텐츠결제,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,60,15,0,10,15,3,4.6875,0,60,15,1,10,16,3,4.6875,0,48,12,2,10,17,3,4.615384615384615,0,48,12,3,10,18,3,4.615384615384615,15
Haddad13,99776,123219,97,5,10,13,23,22.76530612244898,1548672,430895,300,6,10,14,23,22.92358803986711,2105866,6108772,1797,0,10,15,23,22.987208008898776,101946,1021715,298,1,10,16,23,22.923076923076923,290081,1424123,599,2,10,17,23,22.961666666666666,96818,657560,198,3,10,18,23,22.884422110552762,699
生きる,23872,744084,428,5,10,13,7,8.613053613053612,738174,480071,1048,6,10,14,1,6.304099142040038,44601,608327,290,0,10,15,11,9.604810996563574,472304,498039,916,1,10,16,13,13.359869138495092,80051,304266,314,2,10,17,12,10.146031746031746,40608,513431,316,3,10,18,12,12.100946372239747,236
EsteSonora,316506,4991462,2587,5,10,13,18,16.814142194744978,124436,2858401,1202,6,10,14,18,11.624272651704073,49501,1403574,498,0,10,15,23,12.358717434869739,50419,1658234,650,1,10,16,15,11.411674347158218,81160,2091821,779,2,10,17,23,12.582051282051282,65082,2316437,1401,3,10,18,19,15.25962910128388,231
vegan,4126,283868,81,5,10,13,23,22.71951219512195,178304,7215310,1687,6,10,14,20,20.865521327014218,13580,182082,84,0,10,15,23,22.729411764705883,22708,9615141,698,1,10,16,23,22.21316165951359,5476,818576,100,2,10,17,23,22.77227722772277,12292,873174,199,3,10,18,23,22.885,87
レシピ,1335,637994,98,5,10,13,23,21.87878787878788,1228,518067,98,6,10,14,23,22.060606060606062,758,564242,98,0,10,15,23,22.050505050505052,13472,555339,296,1,10,16,23,18.59259259259259,45396,442247,99,2,10,17,23,21.9,780,461160,97,3,10,18,23,21.928571428571427,297
강백호,48398,6378,43,5,10,13,0,7.295454545454546,47386,84914,196,6,10,14,13,13.380710659898478,23042,22707,84,0,10,15,15,16.105882352941176,76778,61457,165,1,10,16,15,14.716867469879517,58742,53124,221,2,10,17,13,12.166666666666666,15219,9734,41,3,10,18,5,7.095238095238095,6
wewantclccomeback,526,2570,24,5,10,13,10,7.36,37,596,5,6,10,14,14,11.166666666666666,92,39,5,0,10,15,12,11.0,371,7928,41,1,10,16,10,8.738095238095237,4,265,2,2,10,17,0,13.666666666666666,51,858,4,3,10,18,0,7.2,5
DünyayıSevgiKurtaracak,4299,256073,55,5,10,13,5,9.928571428571429,2068,24440,12,6,10,14,6,9.76923076923077,4812,952643,111,0,10,15,10,12.544642857142858,3508,895105,62,1,10,16,18,17.92063492063492,6030,1739404,87,2,10,17,20,20.397727272727273,4841,525779,72,3,10,18,13,11.561643835616438,139
cfisdforall,247,89357,54,5,10,13,0,12.418181818181818,123,12284,21,6,10,14,22,10.363636363636363,54,52739,13,0,10,15,18,17.5,147,80650,24,1,10,16,12,13.68,80,54018,23,2,10,17,0,9.916666666666666,56,53138,18,3,10,18,0,13.31578947368421,40
AttitudeAwards,16781,3422839,299,5,10,13,10,12.31,7084,2250774,121,6,10,14,0,9.319672131147541,1765,404000,35,0,10,15,21,13.472222222222221,448,22859,15,1,10,16,10,11.5625,24,2687,5,2,10,17,0,9.333333333333334,348,748727,13,3,10,18,22,14.142857142857142,7
Inctobe,0,4,1,5,10,13,0,11.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,4,1,3,10,18,0,1.0,0
デレステ,33235,261577,86,5,10,13,23,22.735632183908045,5808,75848,93,6,10,14,23,22.46808510638298,7429,279111,98,0,10,15,23,22.767676767676768,58190,268263,90,1,10,16,23,22.747252747252748,519478,91984,191,2,10,17,23,22.880208333333332,38881,41964,82,3,10,18,23,22.72289156626506,85
트와이스,572053,306749,598,5,10,13,23,22.96160267111853,50287,60179,83,6,10,14,23,22.726190476190474,1754785,2544570,2489,0,10,15,23,22.975100401606426,101104,69613,198,1,10,16,23,22.884422110552762,12696769,5073612,5796,2,10,17,22,20.85112989477316,140394,84754,194,3,10,18,23,22.882051282051282,1300
인터넷ㅋㅏㅈㅣ노주소,0,366,35,5,10,13,10,14.36111111111111,232,516,50,6,10,14,22,15.254901960784315,2,426,44,0,10,15,1,10.71111111111111,722,563,71,1,10,16,17,17.680555555555557,930,546,63,2,10,17,18,18.46875,87,495,57,3,10,18,15,15.39655172413793,39
bananas,600,920886,98,5,10,13,0,9.98989898989899,64,175047,63,6,10,14,9,13.078125,341,284342,104,0,10,15,14,13.523809523809524,145,212196,79,1,10,16,18,15.3375,127,208536,91,2,10,17,12,9.804347826086957,167,482680,100,3,10,18,21,12.871287128712872,72
SDVX,0,0,0,0,0,0,0,0.0,49574,86872,85,6,10,14,16,19.232558139534884,29900,56096,93,0,10,15,16,18.97872340425532,23658,37277,98,1,10,16,11,15.363636363636363,68372,89692,197,2,10,17,11,15.136363636363637,79848,121648,339,3,10,18,7,9.570588235294117,167
ARIAsCamilaCabello,14635,94033,97,5,10,13,23,22.76530612244898,23526,184650,295,6,10,14,23,22.9222972972973,79978,802998,596,0,10,15,23,22.96147403685092,30662,114973,193,1,10,16,23,22.88144329896907,32044,140716,88,2,10,17,23,22.741573033707866,10996,170360,73,3,10,18,23,22.68918918918919,68
EXILETRIBE,4126308,801039,1012,5,10,13,9,8.359328726554788,1528354,731350,454,6,10,14,5,7.956043956043956,395354,931597,175,0,10,15,9,10.284090909090908,209108,445824,94,1,10,16,21,15.126315789473685,25666,97628,90,2,10,17,8,11.032967032967033,61778,1511533,190,3,10,18,11,9.87434554973822,144
liseli,0,6166,15,5,10,13,23,21.5625,131,5750,15,6,10,14,23,21.5625,256,710,14,0,10,15,23,21.466666666666665,139,1167,14,1,10,16,23,21.466666666666665,166,13809,17,2,10,17,23,21.61111111111111,1853,12606,36,3,10,18,23,22.37837837837838,22
EEUU,432905,19812355,597,5,10,13,23,22.51505016722408,114126,3804010,195,6,10,14,23,22.882653061224488,304443,28421061,799,0,10,15,23,22.5325,946684,33438826,1799,1,10,16,22,22.416666666666668,343576,22257104,799,2,10,17,23,22.67,54488,7807453,298,3,10,18,23,22.923076923076923,1799
sarapngdaddy,0,0,0,0,0,0,0,0.0,1,193,2,6,10,14,0,6.333333333333333,7,12809,1,0,10,15,0,11.5,0,753,3,1,10,16,0,5.75,6,12912,2,2,10,17,0,9.333333333333334,0,193,1,3,10,18,0,4.0,0
LEEKNOW,31942674,1284008,2190,5,10,13,17,19.074851665905978,11933379,2007684,3100,6,10,14,16,18.52047726539826,4790098,765686,1598,0,10,15,16,18.6166353971232,7111916,2194532,3393,1,10,16,12,14.0020624631703,3886915,1743680,2999,2,10,17,14,14.420666666666667,6416786,2478475,5237,3,10,18,5,8.967735777014127,4016
القناص_يجلد_الشقرديه,20379,823335,98,5,10,13,10,14.121212121212121,7915,213274,32,6,10,14,3,8.878787878787879,4693,121522,15,0,10,15,2,10.3125,3654,23361,9,1,10,16,0,9.3,1389,32940,4,2,10,17,0,4.6,945,12147,4,3,10,18,0,8.6,6
ColinKaepernick,618044,4229020,1008,5,10,13,15,11.074331020812686,48295,1831360,279,6,10,14,1,10.210714285714285,18605,665000,97,0,10,15,21,16.46938775510204,208675,1737574,252,1,10,16,19,15.691699604743082,87988,956920,162,2,10,17,14,10.631901840490798,26179,3485698,189,3,10,18,23,15.626315789473685,76
드림캐쳐,134506,119725,299,5,10,13,23,22.80666666666667,1079297,1451442,2294,6,10,14,18,19.52461873638344,124346,229557,398,0,10,15,23,22.588972431077693,1182261,6337002,2497,1,10,16,23,20.915932746196958,657140,1262867,1798,2,10,17,23,19.528071150639246,3093187,6186990,8300,3,10,18,13,16.005059631369715,994
영종도출장안ㅁㅏ,0,0,13,5,10,13,5,9.928571428571429,0,0,3,6,10,14,0,9.75,0,0,8,0,10,15,1,9.333333333333334,0,0,7,1,10,16,0,8.625,0,0,2,2,10,17,0,1.0,0,0,6,3,10,18,5,8.714285714285714,7
غرد_لي_بالخير,232,2642394,828,5,10,13,15,11.554885404101327,141,2504139,816,6,10,14,15,11.680538555691555,139,2233109,789,0,10,15,15,11.924050632911392,116,2498683,793,1,10,16,19,11.256926952141058,111,2536346,811,2,10,17,7,11.230295566502463,164,2646863,828,3,10,18,19,11.650180940892641,788
チクイキ,0,146,1,5,10,13,0,5.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
IsraeliSettler,368,18872,8,5,10,13,18,14.444444444444445,549,44786,17,6,10,14,11,12.166666666666666,209,21743,7,0,10,15,0,12.0,0,0,0,0,0,0,0,0.0,652,59337,15,2,10,17,7,11.3125,30,1427,1,3,10,18,0,7.0,1
الأربعاء,1025,200542,8,5,10,13,18,15.555555555555555,614,1307246,22,6,10,14,11,15.217391304347826,7753,174594,12,0,10,15,17,17.923076923076923,405,297936,30,1,10,16,21,20.29032258064516,22743,1046684,67,2,10,17,19,19.544117647058822,9636,509850,32,3,10,18,6,8.484848484848484,9
pegging,7,10980,2,5,10,13,23,15.333333333333334,2,33793,5,6,10,14,22,18.666666666666668,21,16059,5,0,10,15,23,18.833333333333332,2,1246,5,1,10,16,22,18.666666666666668,287,15381,6,2,10,17,23,19.428571428571427,10,53246,6,3,10,18,23,19.428571428571427,7
TopQuotes,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1
NCT2018,3750766,332161,398,5,10,13,16,19.05513784461153,2534841,264931,298,6,10,14,22,20.37458193979933,1939135,244368,497,0,10,15,23,19.815261044176708,1989338,249141,186,1,10,16,23,20.513368983957218,1121185,200076,197,2,10,17,21,21.47979797979798,1433770,1445802,1282,3,10,18,23,22.242400623538582,98
大日両国,49,18292,7,5,10,13,9,11.0,63,34255,10,6,10,14,1,5.636363636363637,345,52679,19,0,10,15,6,8.8,128,34349,10,1,10,16,0,6.545454545454546,246,119397,27,2,10,17,3,7.714285714285714,27,8898,4,3,10,18,0,8.0,3
北九州市,134890,1252000,466,5,10,13,1,7.188436830835117,11222,690054,198,6,10,14,23,11.040201005025125,3874,759678,184,0,10,15,0,9.762162162162163,5827,692837,165,1,10,16,7,10.162650602409638,5153,224216,95,2,10,17,11,13.572916666666666,4559,320695,97,3,10,18,9,11.704081632653061,98
แคปชั่น,427471,188604,1700,5,10,13,16,17.281599059376838,2888737,1894477,9930,6,10,14,13,10.66277313462894,37875,33883,188,0,10,15,23,21.835978835978835,2133196,987644,7800,1,10,16,14,11.26470965260864,1968517,791496,8201,2,10,17,12,10.81016825164594,1694029,672556,7538,3,10,18,13,10.694654463456692,2100
entertainment,2505,856090,95,5,10,13,23,22.760416666666668,1878,1223776,88,6,10,14,23,22.741573033707866,4777,970492,89,0,10,15,23,22.744444444444444,3150,832773,81,1,10,16,23,22.71951219512195,2656,1199503,80,2,10,17,23,22.71604938271605,1705,2997401,85,3,10,18,23,22.732558139534884,85
MediaAwards,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,50,13947,11,0,10,15,18,12.166666666666666,10,5675,3,1,10,16,0,5.0,0,0,0,0,0,0,0,0.0,6,11945,4,3,10,18,0,5.6,1
おっさんずラブ,1550471,1567668,4213,5,10,13,14,9.804935927859516,805441,1744291,2868,6,10,14,5,9.800975949808295,660198,2207879,2852,0,10,15,11,10.948124780932352,1776627,3351149,4908,1,10,16,13,11.968017926257893,596667,539124,1500,2,10,17,14,15.067954696868755,364187,1023917,2328,3,10,18,10,10.706741090596823,2827
宝塚歌劇,2951,94039,37,5,10,13,0,8.078947368421053,372,221126,53,6,10,14,13,9.87037037037037,7270,141146,89,0,10,15,3,7.4,1067,113005,49,1,10,16,8,7.94,242,63202,25,2,10,17,14,9.807692307692308,472,179894,51,3,10,18,3,9.692307692307692,66
romeria,552,215073,53,5,10,13,3,10.074074074074074,141,153712,17,6,10,14,5,10.666666666666666,24,12435,16,0,10,15,21,14.176470588235293,100,7484,11,1,10,16,18,12.083333333333334,72,4970,8,2,10,17,7,8.777777777777779,18,4490,7,3,10,18,11,9.375,5
頻度,0,0,0,0,0,0,0,0.0,0,2290,1,6,10,14,0,11.5,2,8215,2,0,10,15,0,11.333333333333334,0,0,0,0,0,0,0,0.0,1,58,1,2,10,17,0,6.0,1,58,1,3,10,18,0,7.0,0
Yixing,98720,47040,84,5,10,13,23,22.270588235294117,45280,21783,94,6,10,14,23,22.6,16994,81303,96,0,10,15,23,22.515463917525775,42507,43392,87,1,10,16,23,22.738636363636363,8357120,2643998,1890,2,10,17,18,20.254891591750397,212933,26665,99,3,10,18,23,22.77,89
BuyMyNudes,626,14483,22,5,10,13,20,18.565217391304348,46,11673,24,6,10,14,22,19.84,1672,6381,18,0,10,15,23,19.473684210526315,116,6199,15,1,10,16,20,18.5,467,6499,14,2,10,17,23,20.866666666666667,1,15582,17,3,10,18,20,20.055555555555557,29
あなたはめちゃくちゃ,22,58365,95,5,10,13,15,17.09375,187,230236,195,6,10,14,13,14.066326530612244,238,198037,493,0,10,15,11,9.809716599190283,116,164790,317,1,10,16,12,10.19496855345912,87,98363,195,2,10,17,3,9.520408163265307,33,47488,126,3,10,18,14,10.755905511811024,67
은지원,370870,534712,2897,5,10,13,23,20.699447895100068,215405,215927,1899,6,10,14,23,21.36,101498,117449,900,0,10,15,23,22.38956714761376,1199885,1397699,6997,1,10,16,14,14.965990282937982,125233,131008,897,2,10,17,22,21.779510022271715,79254,111507,598,3,10,18,23,22.30717863105175,3097
MarcusOrnellas,32,2619,4,5,10,13,19,11.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
mark,5287126,1492287,2999,5,10,13,23,22.091666666666665,6239971,1047205,2700,6,10,14,23,22.587189929655683,9535730,1846695,5084,0,10,15,23,22.432645034414946,1401762,130049,399,1,10,16,23,22.9425,477168,98770,297,2,10,17,23,22.92281879194631,469799,104871,398,3,10,18,23,22.94235588972431,990
ヤンチェオンテンバール,177708,395015,410,5,10,13,7,8.362530413625304,91048,57891,190,6,10,14,10,8.324607329842932,98054,356877,241,0,10,15,4,8.677685950413224,117160,342153,203,1,10,16,10,10.470588235294118,9748704,2686270,3147,2,10,17,14,15.520965692503177,1847950,481277,711,3,10,18,0,7.470505617977528,365
정품ㅇㅕ성흥분ㅈㅔ,0,20,793,5,10,13,22,12.644836272040303,0,128,998,6,10,14,5,12.925925925925926,0,42,828,0,10,15,11,12.207478890229192,1,49,937,1,10,16,22,12.046908315565032,1,10,271,2,10,17,6,7.827205882352941,1,1,194,3,10,18,22,20.123076923076923,398
درنة,3747,1809969,72,5,10,13,8,9.63013698630137,853,383160,25,6,10,14,16,16.23076923076923,133,314641,20,0,10,15,19,13.523809523809524,295,123381,10,1,10,16,0,10.272727272727273,212,1892069,23,2,10,17,4,11.625,284,959209,27,3,10,18,14,14.0,29
心理学研究法,0,15620,10,5,10,13,0,7.363636363636363,0,9372,6,6,10,14,0,10.857142857142858,0,12496,8,0,10,15,0,7.555555555555555,0,14058,9,1,10,16,0,6.7,0,15620,10,2,10,17,0,5.636363636363637,0,12496,8,3,10,18,0,9.0,6
eliminacaoAFazenda,46641,102934,99,5,10,13,23,22.4,39230,152174,64,6,10,14,23,21.815384615384616,55014,70019,91,0,10,15,23,20.91304347826087,21058,100010,79,1,10,16,19,19.8625,43021,497541,298,2,10,17,23,14.65551839464883,54334,1332385,694,3,10,18,22,15.233093525179855,788
LPGPanchayat,42,300,3,5,10,13,2,1.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
9by9TH,314612,16414,97,5,10,13,23,22.76530612244898,73186,13114,72,6,10,14,23,22.684931506849313,387516,160681,490,0,10,15,23,21.725050916496944,104961,14727,99,1,10,16,23,22.77,59858,13121,97,2,10,17,23,22.612244897959183,123022,21645,198,3,10,18,23,21.623115577889447,77
Mahesh,64789,299437,500,5,10,13,13,11.650698602794412,107391,256917,630,6,10,14,6,8.041204437400951,63013,655536,367,0,10,15,4,8.342391304347826,20502,571837,145,1,10,16,6,8.917808219178083,70957,925358,346,2,10,17,2,8.821325648414986,46571,150788,348,3,10,18,2,8.200573065902578,171
bangtanboys,33839,742467,696,5,10,13,12,13.152080344332855,7547,808527,386,6,10,14,13,12.34625322997416,14699,747777,310,0,10,15,8,12.681672025723472,92157,1034874,624,1,10,16,23,12.5104,68589,1204233,649,2,10,17,14,10.764615384615384,35467,239058,192,3,10,18,15,18.00518134715026,387
PagoFunkdaIG,98,49890,41,5,10,13,8,11.880952380952381,63,8700,23,6,10,14,17,14.208333333333334,0,0,0,0,0,0,0,0.0,5,8760,4,1,10,16,17,14.4,5,3714,2,2,10,17,0,5.666666666666667,49,4306,7,3,10,18,15,13.125,4
Station19,21479,964489,547,5,10,13,4,10.264598540145986,8304,617296,231,6,10,14,15,13.275862068965518,6430,380909,138,0,10,15,19,14.46043165467626,4030,566921,130,1,10,16,16,10.15267175572519,12610,3160671,232,2,10,17,20,15.266094420600858,15135,6356820,370,3,10,18,22,15.897574123989218,2739
那覇市を大改革,22998,632917,305,5,10,13,0,8.0,4013,137242,91,6,10,14,22,20.456521739130434,3292,136409,74,0,10,15,12,13.6,1238,71251,70,1,10,16,4,9.690140845070422,1375,111958,71,2,10,17,14,10.958333333333334,2160,130960,79,3,10,18,9,8.2375,68
初見歓迎,3,92376,84,5,10,13,15,17.32941176470588,9,33130,75,6,10,14,14,14.868421052631579,7,28713,74,0,10,15,15,17.4,9,39065,73,1,10,16,14,16.54054054054054,105,74793,81,2,10,17,14,16.182926829268293,108,115699,75,3,10,18,14,15.644736842105264,68
